id_global,id_PGJ,id_SSC,id_C5,fecha_incidente,hora_incidente,calle,colonia,alcaldia,lat,lon,delito_pgj,categoria_delito_pgj,fiscalia,agencia,unidad_investigacion,no_folio_ssc,tipo_evento_ssc,tipo_interseccion,zona_ssc,cuadrante_ssc,sector_ssc,reporte_ssc,tipo_vehiculo_1,tipo_vehiculo_2,tipo_vehiculo_3,tipo_vehiculo_4,marca_vehiculo_1,marca_vehiculo_2,marca_vehiculo_3,marca_vehiculo_4,ruta_transporte_publico,matricula_1,matricula_2,matricula_3,matricula_4,condicion,lesiones,edad_occiso,edad_lesionado,total_occisos,total_lesionados,identidad,unidad_medica_de_apoyo,matricula_unidad_medica,lugar_del_deceso,trasladados_lesionado,hospital,observaciones_ssc,codigo_cierre_c5,incidente_c4,clas_con_f_alarma_c5,tipo_entrada_c5
455,21427,NA,NA,16/08/2018,19:25:00,PERIFERICO CON DIRECCION AL NORTE,SANTA MARIA NONOALCO,BENITO JUAREZ,19.38074098,-99.19160086,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,21458,NA,NA,18/08/2018,04:12:00,CANAL DE RIO CHURUBUSCO,EL RODEO,IZTACALCO,19.3913103,-99.08808117,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-3SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,21473,NA,NA,19/08/2018,03:30:00,AV. SAN LORENZO,EL MOLINO,IZTAPALAPA,19.3553902,-99.0882132,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-4,UI-3SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,21515,NA,NA,20/08/2018,16:54:00,CIRCUITO INTERIOR,PERALVILLO,CUAUHTEMOC,19.46486577,-99.13424242,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-2CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,21622,NA,NA,25/08/2018,10:25:00,AV. DIAZ ORDAZ,2A AMPLIACIÓN JALALPA TEPITO,ALVARO OBREGON,19.37248774,-99.23775898,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,21776,NA,NA,31/08/2018,22:50:00,CARRILES CENTRALES DE PERIFERICO A LA ALTURA DEL CENTRO COMERCIAL COSTCO,JOSÉ MARIA PINO SUÁREZ,ALVARO OBREGON,19.39944048,-99.1941212,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,21857,NA,NA,03/09/2018,23:02:59,AVENIDA TELECOMUNICACIONES,UNIDAD EJÉRCITO CONSTITUCIONALISTA,IZTAPALAPA,19.3820703,-99.05064663,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,21896,NA,NA,06/09/2018,00:04:00,AV. INSURGENTES NORTE,LINDAVISTA,GUSTAVO A MADERO,19.48740467,-99.12449044,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,H2,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,21938,NA,NA,07/09/2018,19:43:00,AV. PERIFERICO (DIRECCION ORIENTE A PONIENTE),INFONAVIT CAMINO SAN JUAN DE ARAGON,GUSTAVO A MADERO,19.4729007,-99.0825163,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-2,UI-2CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,21948,NA,NA,08/09/2018,03:35:00,AVENIDA PERIFERICO SUR,GUADALUPE TLALPAN,TLALPAN,19.285842,-99.14731172,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-2CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,21959,NA,NA,08/09/2018,09:00:00,AV. PERIFERICO,BARRIO 18,XOCHIMILCO,19.28056944,-99.11160949,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,22014,NA,NA,11/09/2018,07:30:00,,MOCTEZUMA 1A SECCIÓN,VENUSTIANO CARRANZA,19.4286122,-99.1052618,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,22026,NA,NA,12/09/2018,00:40:59,PASEO DE LA REFORMA,LOMAS DE CHAPULTEPEC I SECCIÓN,MIGUEL HIDALGO,19.41418257,-99.21945179,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,MH-4,UI-3SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,22092,NA,NA,14/09/2018,18:28:00,AVENIDA CHAPULTEPEC,ROMA NORTE,CUAUHTEMOC,19.42214153,-99.16495901,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-7,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,22167,NA,NA,18/09/2018,21:52:00,ZARCO,GUERRERO,CUAUHTEMOC,19.44495696,-99.14516673,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AGENCIAS DE ATENCIÓN ESPECIALIZADAS,STCMP,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,22171,NA,NA,19/09/2018,07:00:00,RIO MAGDALENA,PROGRESO TIZAPAN,ALVARO OBREGON,19.33697526,-99.19839023,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,22191,NA,NA,19/09/2018,20:05:00,ESTAÑO,MAZA,CUAUHTEMOC,19.45575644,-99.12845346,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,22225,NA,NA,21/09/2018,14:45:00,SUR 103,EL PARQUE,VENUSTIANO CARRANZA,19.42505553,-99.11612016,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,22235,NA,NA,21/09/2018,23:45:00,AVENIDA MEXICO 68,CUAJIMALPA,CUAJIMALPA DE MORELOS,19.3567569,-99.30030753,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAJIMALPA,CJ-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,22236,NA,NA,22/09/2018,02:20:00,BELISARIO DOMINGUEZ,SANTIAGO TULYEHUALCO - PUEBLO,XOCHIMILCO,19.25380548,-99.01298843,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN XOCHIMILCO,XO-2,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,22271,NA,NA,23/09/2018,06:00:00,INSURGENTES NORTE,SAN SIMÓN TOLNAHUAC,CUAUHTEMOC,19.45876058,-99.14719604,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,22423,NA,NA,29/09/2018,08:59:00,AV. DE LAS TORRES,MIGUEL HIDALGO 2A SECCIÓN,TLALPAN,19.28429337,-99.19531749,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-2,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,22565,NA,NA,05/10/2018,20:05:00,DR LUCIO,DOCTORES,CUAUHTEMOC,19.41494634,-99.1529029,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MIGUEL HIDALGO,H1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,22580,NA,NA,06/10/2018,05:00:00,AVENIDA UNIVERSIDAD,DEL CARMEN,COYOACAN,19.35378163,-99.16355834,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-2,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,22662,NA,NA,09/10/2018,22:00:00,CAMINO REAL A ZAPOTITLAN,SAN MIGUEL ZAPOTITLA,TLAHUAC,19.30988142,-99.03420412,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,22663,NA,NA,09/10/2018,22:30:00,RIO PAPALOAPAN ESQUINA TENANGO,BARRANCA SECA,LA MAGDALENA CONTRERAS,19.30486969,-99.24140831,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MAGDALENA CONTRERAS,MC-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,22664,NA,NA,09/10/2018,23:20:00,CALZADA DE TLALPAN,XOTEPINGO,COYOACAN,19.32963705,-99.14011096,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-3,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,22710,NA,NA,12/10/2018,01:13:00,CALZADA IGNACIO ZARAGAOZA,EL PARAÍSO,IZTAPALAPA,19.38077259,-99.02873592,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,22711,NA,NA,12/10/2018,04:00:00,CAMINO REAL  CASI  MANUEL NEGRETE,SAN MIGUEL ZAPOTITLA,TLAHUAC,19.30425377,-99.03674067,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,22740,NA,NA,13/10/2018,02:35:00,CARRETERA XOCHIMILCO OAXTEPEC KILOMETRO 18+500 CON DIRECCIÓN A OAXTEPEC,PANCHIMALCO (SAN PEDRO ATOCPAN),MILPA ALTA,19.20087798,-99.04502944,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN MILPA ALTA,MIL-1,UI-1CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,22764,NA,NA,14/10/2018,04:00:00,JUVENTINO ROSAS,PERALVILLO,CUAUHTEMOC,19.4589923,-99.13365773,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-1,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,22911,NA,NA,20/10/2018,01:20:00,EJE FORTUNA,MAGDALENA DE LAS SALINAS,GUSTAVO A MADERO,19.48374999,-99.13309037,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,22924,NA,NA,20/10/2018,11:30:00,CECLIO ROBELO Y SUR 103,EL PARQUE,VENUSTIANO CARRANZA,19.42505714,-99.11611501,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-3,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,23002,NA,NA,23/10/2018,23:50:00,LATERAL SUR DE VIAUDUCTO,VIADUCTO PIEDAD,IZTACALCO,19.40304701,-99.13477143,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-2,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,23015,NA,NA,24/10/2018,15:15:00,JOSE MARIA IGLESIAS,TABACALERA,CUAUHTEMOC,19.43857859,-99.15497544,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-5,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,23086,NA,NA,27/10/2018,07:30:00,PERIFERICO,ARENAL 4A SECCIÓN,VENUSTIANO CARRANZA,19.43162512,-99.05972923,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-5,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,23105,NA,NA,28/10/2018,05:00:00,CARR. MEXICO-TOLUCA,LOMAS DE SANTA FE,ALVARO OBREGON,19.3870901,-99.2407996,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-2,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,23116,NA,NA,28/10/2018,17:39:00,EJE CINCO ORIENTE,CHINAMPAC DE JUÁREZ,IZTAPALAPA,19.38583689,-99.06023363,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-5,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,23133,NA,NA,29/10/2018,16:33:00,AV. CENTENARIO,LOMAS DE PLATEROS,ALVARO OBREGON,19.36635667,-99.20313221,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-3CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,23271,NA,NA,05/11/2018,01:00:00,CARERRETERA MEXICO PUEBLA (LA COL. CAMPESTRE POTRERO NO ESTA MARCADA),EMILIANO ZAPATA,IZTAPALAPA,19.33017772,-98.96613047,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-3SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,23306,NA,NA,06/11/2018,11:30:00,AVENIDA ERMITA IZTAPALAPA,SANTA MARIA AZTAHUACAN,IZTAPALAPA,19.345019,-99.02341414,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,23367,NA,NA,09/11/2018,09:53:59,ERMITA IZTAPALAPA,CITLALLI,IZTAPALAPA,19.34495722,-99.02295333,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,23382,NA,NA,09/11/2018,23:35:00,AV. REVOLUCION,SAN JOSÉ INSURGENTES,BENITO JUAREZ,19.36566979,-99.1887697,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN BENITO JUÁREZ,BJ-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,23441,NA,NA,12/11/2018,08:30:00,AVENIDA HANGARES,AEROPUERTO INTERNACIONAL BENITO JUÁREZ,VENUSTIANO CARRANZA,19.42434409,-99.08828615,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-2SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,23536,NA,NA,16/11/2018,18:40:00,CALZADA IGNACIO ZARAGOZA,GENERAL IGNACIO ZARAGOZA,VENUSTIANO CARRANZA,19.41361978,-99.0862549,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-5,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,23544,NA,NA,17/11/2018,01:40:00,AVENIDA TLAHUAC,SAN FRANCISCO TLALTENCO,TLAHUAC,19.29921531,-99.01730089,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA),DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-2,UI-3SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,23584,NA,NA,18/11/2018,19:00:00,EJE 3 OTE. (AV. ING. EDUARDO MOLINA),7 DE JULIO,VENUSTIANO CARRANZA,19.43173205,-99.1148823,HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-1,UI-1SD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
