"id_global","id_PGJ","id_SSC","id_C5","fecha_incidente","hora_incidente","calle","colonia","alcaldia","lat","lon","delito_pgj","categoria_delito_pgj","fiscalia","agencia","unidad_investigacion","no_folio_ssc","tipo_evento_ssc","tipo_interseccion","zona_ssc","cuadrante_ssc","sector_ssc","reporte_ssc","tipo_vehiculo_1","tipo_vehiculo_2","tipo_vehiculo_3","tipo_vehiculo_4","marca_vehiculo_1","marca_vehiculo_2","marca_vehiculo_3","marca_vehiculo_4","ruta_transporte_publico","matricula_1","matricula_2","matricula_3","matricula_4","condicion","lesiones","edad_occiso","edad_lesionado","total_occisos","total_lesionados","identidad","unidad_medica_de_apoyo","matricula_unidad_medica","lugar_del_deceso","trasladados_lesionado","hospital","observaciones_ssc","codigo_cierre_c5","incidente_c4","clas_con_f_alarma_c5","tipo_entrada_c5"
93,22272,11218,"C5/180923/02641","23/09/2018","06:29:17","ANGEL ALBINO CORSO","GERTRUDIS SANCHEZ 3A SECCION","GUSTAVO A MADERO",19.4590265356385,-99.0983030498018,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-8","UI-2SD","719461","ATROPELLADO","CRUZ",1,"Z-P-8","CUCHILLA","CUCHILLA","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO SUBITA","60",NA,1,0,"PEATON","CCO","6","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
94,22308,11266,"C5/180924/06406","24/09/2018","16:58:51","CALZ. DE LOS MISTERIOS","PERALVILLO","CUAUHTEMOC",19.4613305416695,-99.1278451369775,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-1CD","721861","ATROPELLADO","CRUZ",2,"SD","TLATELOLCO","POLICIA AUXILIAR","MICROBUS",NA,NA,NA,"MERCEDES BENZ",NA,NA,NA,"SD","OL7812",NA,NA,NA,"OCCISO","TCE","50",NA,1,0,"PEATON","CCO","388 AM20 32","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
95,22360,11399,"C5/180926/07123","26/09/2018","18:26:44","CHURUBUSCO","UNIDAD MODELO","IZTAPALAPA",19.363829621057,-99.1277144430919,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-4","UI-3SD","725483","CHOQUE","T",3,"SD","CHURUBUSCO","CHURUBUSCO","CAMION DE CARGA","AUTOMOVIL",NA,NA,"INTERNATIONAL","MALIBU",NA,NA,NA,"LA32847","NFH1491",NA,NA,"OCCISO","DECESO","60",NA,1,0,"CONDUCTOR","ERUM/CCO","MX057G2 6","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
96,22441,11608,"C5/180930/00192","30/09/2018","00:17:06","PABLO LUIS RIVAS","ESCUADRÓN 201","IZTAPALAPA",19.3571097659174,-99.1146448850089,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-8","UI-3CD","731641","CHOQUE","T",3,"SD","CHURUBUSCO","CHURUBUSCO","AUTOMOVIL","OBJETO FIJO",NA,NA,"VOLKSWAGEN ",NA,NA,NA,NA,"NMD3832",NA,NA,NA,"OCCISO","FX DE FEMUR  FX EN CUBITO Y RADIO  DECESO  TCE","23","21 23 SD",1,3,"PASAJERO","CCO","389","EN EL LUGAR DE LOS HECHOS",1,"SD","POSTE","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
97,22515,11777,"C5/181003/05987","03/10/2018","16:27:38","AREA DE CARGA  Y DESCARGA  DEL PASILLO R   FRENTE AL NUMERO DEL LOCAL 158","CENTRAL DE ABASTO","IZTAPALAPA",19.3720172361041,-99.0870901120827,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-3","UI-1SD","738601","ATROPELLADO","T",3,"O-1.1.3","ABASTO REFORMA","ABASTO REFORMA","CAMION DE CARGA",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","FX DE CRANEO","40",NA,1,0,"PEATON","CCO","MX002G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
98,22641,12069,"C5/181008/05972","08/10/2018","15:40:55","AV.   MORELOS","SEVILLA","VENUSTIANO CARRANZA",19.4089984281708,-99.1237846273101,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN VENUSTIANO CARRANZA","VC-3","UI-3CD","748459","ATROPELLADO","T",1,"N-4.3.9","MERCED BALBUENA","MERCED BALBUENA","CAMION DE CARGA",NA,NA,NA,"INTERNATIONAL",NA,NA,NA,NA,"410EE9",NA,NA,NA,"OCCISO","DECESO POR POLITRAUMATISMO","SD",NA,1,0,"PEATON","CCO","MX068G2","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
99,22688,12247,"C5/181011/00964","11/10/2018","06:04:41","CENTENARIO","SANTIAGO ATZACOALCO","GUSTAVO A MADERO",19.4963503673853,-99.0976573433529,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-4","UI-2CD","753724","ATROPELLADO","T",1,"SD","QUIROGA","QUIROGA","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO POR ATROPELLAMIENTO","28",NA,1,0,"PEATON","CCO","383","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
100,22712,12297,"C5/181012/00873","12/10/2018","03:48:06","MARINA NACIONAL","ANAHUAC","MIGUEL HIDALGO",19.4451006923505,-99.1796190150331,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-5","UI-3CD","755505","ATROPELLADO","CRUZ",5,"Z.P.14","TACUBA","TACUBA","CAMION DE CARGA",NA,NA,NA,"KENWORTH",NA,NA,NA,NA,"4258CK",NA,NA,NA,"OCCISO","POLITRAUMATIZADO","38",NA,1,0,"PEATON","CRUZ ROJA/CCO","15","EN EL LUGAR DE LOS HECHOS",0,NA,"SD","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","RADIO"
101,22760,12396,"C5/181013/10699","13/10/2018","22:04:26","RICARTE","LINDAVISTA","GUSTAVO A MADERO",19.4884167092608,-99.1338509385429,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-3","UI-2SD","759287","CHOQUE","CRUZ",1,"Z.P.1","LINDAVISTA","LINDAVISTA","AUTOMOVIL","MOTOCICLETA",NA,NA,"HONDA","YAMAHA",NA,NA,NA,"201ZPH","WVP6W",NA,NA,"OCCISO","DECESO POR TCE","16",NA,1,0,"PASAJERO","CRUZ ROJA/CCO","39","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
102,22757,12396,"C5/181013/10699","13/10/2018","22:04:26","RICARTE","LINDAVISTA","GUSTAVO A MADERO",19.4878211572087,-99.1318449814038,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-2","UI-2CD","759287","CHOQUE","CRUZ",1,"Z.P.1","LINDAVISTA","LINDAVISTA","AUTOMOVIL","MOTOCICLETA",NA,NA,"HONDA","YAMAHA",NA,NA,NA,"201ZPH","WVP6W",NA,NA,"OCCISO","DECESO POR TCE","16",NA,1,0,"PASAJERO","CRUZ ROJA/CCO","39","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
103,22762,12407,"C5/181014/00156","14/10/2018","00:16:52","CALZADA VALLEJO","SAN JOSÉ DE LA ESCALERA","GUSTAVO A MADERO",19.5268561878866,-99.1687393792505,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-2","UI-2CD","759425","ATROPELLADO","T",1,"Z.P.1","TICOMAN","TICOMAN","SD",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO","25",NA,1,0,"PEATON","CRUZ ROJA/CCO","39","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
104,22775,12412,"C5/181014/08103","14/10/2018","16:57:52","SANTA CRUZ","SAN MIGUEL TOPILEJO","TLALPAN",19.1942729906947,-99.1434806667271,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLALPAN","TLP-3","UI-3CD","760709","ATROPELLADO","T",4,"SD","TOPILEJO","TOPILEJO","AUTOMOVIL",NA,NA,NA,"HONDA",NA,NA,NA,NA,"880XDK",NA,NA,NA,"OCCISO","TCE EN PARENTAL IZQ","64",NA,1,0,"PEATON","CCO","1002","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
105,22939,12819,"C5/181021/01942","21/10/2018","04:22:58","CALZADA DE TLALPAN","EL RELOJ","COYOACAN",19.3174089585213,-99.1407616770036,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-4","UI-3CD","773173","ATROPELLADO","T",4,"SD","XOTEPINGO","XOTEPINGO","AUTOMOVIL",NA,NA,NA,"BORA",NA,NA,NA,NA,"993WWJ",NA,NA,NA,"OCCISO","DECESO POR ATROPELLAMIENTO","SD",NA,1,0,"PEATON","CCO","SD","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","ZELLO"
106,22974,12925,"C5/181022/07086","22/10/2018","18:20:14","CARRETERA FEDERAL XOCHIMILCO- OAXTEPEC","SAN JOSÉ (SANTA ANA TLACOTENCO)","MILPA ALTA",19.1724574486961,-99.0040366141205,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MILPA ALTA","MIL-1","UI-2CD","775852","VOLCADURA","T",3,"7","TECOMITL","TECOMITL","TAXI",NA,NA,NA,"VERSA",NA,NA,NA,NA,"A7100M",NA,NA,NA,"OCCISO","DECESO VITALES HX EN PARTE OXIPITAL EN CRANEO","22","18",1,1,"PASAJERO","CCO","9614","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
107,23066,13148,"C5/181026/07859","26/10/2018","18:43:55","GRAL. JUAN CRISOSTOMO BONILLA","JUAN ESCUTIA","IZTAPALAPA",19.3881620892205,-99.0359097569187,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-3CD","783383","CHOQUE","T",3,"SD","OASIS","OASIS","BICICLETA","MICROBUS",NA,NA,"SD","MERCEDES BENZ",NA,NA,"71",NA,"90145",NA,NA,"OCCISO","DECESO POR TRAUMATISMO","30",NA,1,0,"CICLISTA","ERUM/CCO","MX057G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
108,23120,13311,"C5/181029/00480","29/10/2018","01:42:41","AV. RIO  CHURUBUSCO,    ESQUINA AV.  UNIVERSIDAD","XOCO","BENITO JUAREZ",19.3597354747684,-99.1715538277947,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN BENITO JUÁREZ","BJ-3","UI-2SD","787955","DERRAPADO","RECTA",4,"SD","PORTALES","PORTALES","MOTOCICLETA",NA,NA,NA,"KTM DUKE 390",NA,NA,NA,NA,"9X1RH",NA,NA,NA,"OCCISO","DECESO POR EXPOSICION DE MASA ENCEFALICA ","SD",NA,1,0,"MOTOCICLISTA","CCO","HELP 01","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","ZELLO"
109,23125,13272,"C5/181029/01307","29/10/2018","06:29:16","CALZADA ERMITA IZTAPALAPA","REFORMA POLÍTICA","IZTAPALAPA",19.3441412940846,-99.0310789076974,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-9","UI-3SD","788137","ATROPELLADO","T",3,"2","QUETZAL","QUETZAL","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","TCE","60",NA,1,0,"PEATON","CCO","MX066G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
110,23141,13339,"C5/181030/00220","30/10/2018","00:58:38","CALZADA IGNACIO ZARAGOZA EN DIRECCIÓN DE ORIENTE A PONIENTE","AREA FEDERAL PARQUE ECOLOGICO EL SALADO","IZTAPALAPA",19.3663766598202,-99.0067806240058,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-6","UI-3CD","789728","CHOQUE","T",3,"SD","OASIS","OASIS","AUTOMOVIL","OBJETO FIJO",NA,NA,"HONDA",NA,NA,NA,NA,"NBF4166",NA,NA,NA,"OCCISO","DECESO","20",NA,1,0,"CONDUCTOR","CRUZ ROJA/CCO","DF30CR","EN EL LUGAR DE LOS HECHOS",0,NA,"ARBOL","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
111,23166,13385,"C5/181031/01816","31/10/2018","08:16:27","AVENIDA INSURGENTES NORTE","TEPEYAC INSURGENTES","GUSTAVO A MADERO",19.4906539985066,-99.1208349855587,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN GUSTAVO A. MADERO","GAM-4","UI-2CD","791904","CHOQUE","CRUZ",1,"Z.P.1","TEPEYAC","TEPEYAC","MICROBUS","BICICLETA",NA,NA,"MERCEDES BENZ","TRICICLO",NA,NA,"18","972TL026",NA,NA,NA,"OCCISO","DECESO POR POSISBLE TCE","70",NA,1,0,"CICLISTA","CCO","DF002","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
112,23241,13584,"C5/181103/05502","03/11/2018","14:31:28","COCONETLA","EL OCOTAL","LA MAGDALENA CONTRERAS",19.2996553833719,-99.2607242877606,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-2","UI-2CD","797785","CHOQUE","CRUZ",4," S-3.1.9","DINAMO","DINAMO","MICROBUS","AUTOMOVIL","AUTOMOVIL",NA,"COMBI","CHEVY","NISSAN",NA,"66","66005","MNC8430","K797636",NA,"OCCISO","DECESO","56","17",1,1,"PEATON","CCO","748PC","EN EL LUGAR DE LOS HECHOS",1,"SD",NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
113,23255,13608,"C5/181104/01905","04/11/2018","04:44:50","MIRADOR","PALMAS","LA MAGDALENA CONTRERAS",19.3134274373134,-99.2518344145491,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-1","UI-2SD","798780","ATROPELLADO","T",4,"SD","SAN JERONIMO","SAN JERONIMO","AUTOMOVIL",NA,NA,NA,"PONTIAC  ",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","MUERTE POR ATROPELLAMIENTO","20",NA,1,0,"PEATON","CCO","671","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
114,23265,13653,"C5/181104/06518","04/11/2018","15:45:57","FERROCARRIL DE CUERNAVACA","SAN JERÓNIMO ACULCO","LA MAGDALENA CONTRERAS",19.3174064588112,-99.2309803057573,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (CAIDA)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MAGDALENA CONTRERAS","MC-2","UI-3CD","SD","CHOQUE","DESNIVEL",4,"SD","DINAMO","DINAMO","AUTOMOVIL","OBJETO FIJO",NA,NA,"POINTER",NA,NA,NA,NA,"MYZ4873",NA,NA,NA,"OCCISO","POLITRAUMATIZADO","25",NA,1,0,"CONDUCTOR","ERUM/CCO","39 MX005G2","EN EL LUGAR DE LOS HECHOS",0,NA,"ARBOL","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
115,23270,13622,"C5/181104/09766","04/11/2018","23:05:41","EJE CENTRAL LAZARO CARDENAS Y EJE DOS","NONOALCO TLATELOLCO","CUAUHTEMOC",19.4545509510133,-99.1383808577552,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-1","UI-3SD","800088","ATROPELLADO","CRUZ",2,"7","TLATELOLCO","TLATELOLCO","AUTOMOVIL",NA,NA,NA,"VOLKSWAGEN",NA,NA,NA,NA,"NEY6866",NA,NA,NA,"OCCISO","TCE","25",NA,1,0,"PEATON","CRUZ ROJA/CCO","20","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
116,23349,13851,"C5/181108/05907","08/11/2018","15:53:00","AV.  REVOLUCIÓN","ESCANDÓN I SECCIÓN","MIGUEL HIDALGO",19.4014658853479,-99.1847716530883,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-4","UI-1SD","806853","ATROPELLADO","T",5,"10","TACUBAYA","TACUBAYA","MICROBUS",NA,NA,NA,"SD",NA,NA,NA,"SD","SD",NA,NA,NA,"OCCISO","TCE SEVERO SIN SIGNOS VITALES","SD",NA,1,0,"PEATON","CCO","AM2129","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
117,23413,14043,"C5/181111/01443","11/11/2018","02:54:15","AV. GUELATAO","ZONA URBANA EJIDAL SANTA MARIA AZTAHUACAN","IZTAPALAPA",19.3590220133538,-99.040263163523,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN IZTAPALAPA","IZP-5","UI-3SD","811523","CHOQUE","T",3,"SD","SANTA CRUZ","SANTA CRUZ","AUTOMOVIL","OBJETO FIJO",NA,NA,"JETTA",NA,NA,NA,NA,"X58AHP",NA,NA,NA,"OCCISO","POLICONTUNDIDO FX DE PELVIS FEMUR HUMERO DER DECESO DECESO DECESO DECESO","22 27 28 SD","27",4,1,"PASAJERO","CCO","MX050G2","EN EL LUGAR DE LOS HECHOS",5,"SD","ARBOL","(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","RADIO"
118,23414,14026,"C5/181111/02136","11/11/2018","04:54:57","EJE CENTRAL LAZARO CARDENAS","GUERRERO","CUAUHTEMOC",19.4414893275352,-99.1399450057783,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-6","UI-3SD","811591","ATROPELLADO","T",2,"SD","REVOLUCION ALAMEDA","REVOLUCION ALAMEDA","TAXI",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","DECESO","SD",NA,1,0,"PEATON","CCO","MX047G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
119,23454,14087,"C5/181112/06968","12/11/2018","17:37:58","CARLOS LAZO","TACUBAYA","MIGUEL HIDALGO",19.4024148210989,-99.1894797860329,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN MIGUEL HIDALGO","MH-5","UI-2CD","814357","ATROPELLADO","T",5,"9","TACUBAYA","TACUBAYA","MICROBUS",NA,NA,NA,"INTERNATIONAL",NA,NA,NA,"5","513",NA,NA,NA,"OCCISO","TCE SEVERO","82",NA,1,0,"PEATON","ERUM/CCO","MX708G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
120,23508,14246,"C5/181115/04833","15/11/2018","14:42:11","PERALVILLO","MORELOS","CUAUHTEMOC",19.4474811333823,-99.1324482343639,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-2CD","819475","ATROPELLADO","T",2,"3","MORELOS","MORELOS","MICROBUS",NA,NA,NA,"SD",NA,NA,NA,"11","SD",NA,NA,NA,"OCCISO","MUERTE POR TCE","14",NA,1,0,"PEATON","ERUM/CCO","MX005G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
121,23516,14317,"C5/181116/00352","16/11/2018","00:58:03","CARRETERA TLAHUAC CHALCO","LA HABANA","TLAHUAC",19.2647209796971,-98.9940701556509,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN TLAHUAC","TLH-2","UI-2SD","820321","CHOQUE","T",3,"3","MIXQUIC","MIXQUIC","MOTOCICLETA","MICROBUS",NA,NA,"YAMAHA","SD",NA,NA,"SD","9P5ER","SD",NA,NA,"OCCISO","OCCISO","24",NA,1,0,"MOTOCICLISTA","ERUM/CCO","MX057G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-accidente automovilístico","EMERGENCIA","LLAMADA DEL 911"
122,23517,14293,"C5/181116/01048","16/11/2018","05:14:00","ARBOL DE FUEGO","CIUDAD JARDÍN","COYOACAN",19.331206028186,-99.1443817072361,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (ATROPELLADO)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN COYOACÁN","COY-2","UI-2CD","820505","ATROPELLADO","T",4,"9","COYOACAN","COYOACAN","AUTOMOVIL",NA,NA,NA,"SD",NA,NA,NA,NA,"SD",NA,NA,NA,"OCCISO","MULTIPLES LESIONES","40",NA,1,0,"PEATON","ERUM/CCO","MX043G2","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
123,23607,14536,"C5/181120/01785","20/11/2018","08:10:27","AVENIDA CUAUHTEMOC","CENTRO","CUAUHTEMOC",19.4259557471219,-99.1535506244117,"HOMICIDIO CULPOSO POR TRÁNSITO VEHICULAR (COLISION)","DELITO DE BAJO IMPACTO","INVESTIGACIÓN EN CUAUHTEMOC","CUH-2","UI-1CD","827760","CHOQUE","CRUZ",2,"SD","ROMA","ZONA VIAL 2","AUTOBUS DE PASAJEROS","BICICLETA",NA,NA,"IPN","ECOBICI",NA,NA,NA,"3CVG ","SD",NA,NA,"OCCISO","SIN SIGNOS VITALES","30",NA,1,0,"CICLISTA","CCO","MXGB03","EN EL LUGAR DE LOS HECHOS",0,NA,NA,"(A) La unidad de atención a emergencias fue despachada, llegó al lugar de los hechos y confirmó la emergencia reportada","cadáver-atropellado","EMERGENCIA","LLAMADA DEL 911"
